Datetime,Biomass,Coal,Gas,Gas-CC,Hydro,Nuclear,Other,Solar,Wind
02-Aug-2021 22:30:00,24.836213,2737.85995,727.032988,6581.604599,14.539022,1239.977272,-1.767895,0,1612.450641
02-Aug-2021 22:45:00,24.863673,2716.345536,699.429504,6500.843225,14.542853,1239.931658,-5.9337,0,1474.015705
02-Aug-2021 23:00:00,24.539764,2694.554175,649.056663,6393.923433,14.579233,1240.143335,-3.506049,0,1396.356777
02-Aug-2021 23:15:00,24.523034,2699.892777,596.553535,6333.729387,14.535778,1240.455697,5.165407,0,1291.351843
02-Aug-2021 23:30:00,24.465865,2685.226375,549.842569,6257.435947,14.553332,1240.042487,-13.431763,0,1217.535271
02-Aug-2021 23:45:00,24.491872,2690.343067,477.905187,6176.230597,14.545906,1240.354375,0.209408,0,1186.361291
03-Aug-2021 00:00:00,24.516194,2655.033135,449.466602,6096.614762,14.518722,1240.458858,3.24786,0,1173.382063
03-Aug-2021 00:15:00,24.514387,2576.558832,419.981566,6054.154001,14.576112,1240.455066,8.772112,0,1131.667524
03-Aug-2021 00:30:00,24.484498,2540.4152,382.524533,6039.004226,14.496823,1240.279853,-0.172225,0,1091.426863
03-Aug-2021 00:45:00,24.521552,2533.335848,369.628565,5936.739942,15.046562,1240.622205,-0.740497,0,1061.167257
03-Aug-2021 01:00:00,24.490215,2556.15527,360.135488,5810.732552,19.451189,1240.206772,-5.687306,0,1026.351801
03-Aug-2021 01:15:00,24.52619,2621.303748,361.51069,5636.838996,19.353665,1239.676521,0.24136,0,998.697077
03-Aug-2021 01:30:00,24.546833,2662.766984,359.862238,5509.742663,19.158399,1239.877648,1.045793,0,991.789174
03-Aug-2021 01:45:00,24.547136,2667.940621,354.533575,5415.737215,18.209988,1239.989712,2.092436,0,946.128816
03-Aug-2021 02:00:00,24.51016,2661.875746,351.875884,5454.93772,13.997306,1239.834342,-2.716628,0,863.524434
03-Aug-2021 02:15:00,24.536864,2657.014681,349.437448,5415.231376,13.96392,1239.963637,-4.177213,0,809.945017
03-Aug-2021 02:30:00,24.533172,2662.659767,353.292798,5398.009137,14.000816,1239.856027,3.935775,0,715.818417
03-Aug-2021 02:45:00,24.509764,2662.479638,351.161458,5410.798964,13.917415,1239.784611,-0.066394,0,625.62153
03-Aug-2021 03:00:00,24.531341,2651.991731,353.016362,5432.832062,13.895842,1239.990867,0.854723,0,576.065519
03-Aug-2021 03:15:00,24.361196,2650.164531,352.405488,5420.534417,13.935263,1239.65866,-0.95875,0,554.565763
